,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2470876,1913-11-01,24.115,0.563,Gandhinagar,India,23.31N,72.52E
2470877,1913-12-01,20.086,0.413,Gandhinagar,India,23.31N,72.52E
2470878,1914-01-01,20.79,0.787,Gandhinagar,India,23.31N,72.52E
2470879,1914-02-01,20.799000000000003,0.528,Gandhinagar,India,23.31N,72.52E
2470880,1914-03-01,25.002,0.741,Gandhinagar,India,23.31N,72.52E
2470881,1914-04-01,30.256,0.417,Gandhinagar,India,23.31N,72.52E
2470882,1914-05-01,33.878,0.505,Gandhinagar,India,23.31N,72.52E
2470883,1914-06-01,31.401,0.413,Gandhinagar,India,23.31N,72.52E
2470884,1914-07-01,28.288,0.3989999999999999,Gandhinagar,India,23.31N,72.52E
2470885,1914-08-01,27.461,0.451,Gandhinagar,India,23.31N,72.52E
2470886,1914-09-01,28.274,0.5770000000000001,Gandhinagar,India,23.31N,72.52E
2470887,1914-10-01,27.69,0.488,Gandhinagar,India,23.31N,72.52E
2470888,1914-11-01,25.131,0.851,Gandhinagar,India,23.31N,72.52E
2470889,1914-12-01,19.762,0.3929999999999999,Gandhinagar,India,23.31N,72.52E
2470890,1915-01-01,19.3,0.3229999999999999,Gandhinagar,India,23.31N,72.52E
2470891,1915-02-01,20.705,0.4679999999999999,Gandhinagar,India,23.31N,72.52E
2470892,1915-03-01,26.408,0.416,Gandhinagar,India,23.31N,72.52E
2470893,1915-04-01,29.953000000000007,0.37,Gandhinagar,India,23.31N,72.52E
2470894,1915-05-01,33.43300000000001,0.514,Gandhinagar,India,23.31N,72.52E
2470895,1915-06-01,33.052,0.428,Gandhinagar,India,23.31N,72.52E
2470896,1915-07-01,30.129,0.407,Gandhinagar,India,23.31N,72.52E
2470897,1915-08-01,28.032,0.353,Gandhinagar,India,23.31N,72.52E
2470898,1915-09-01,29.441,0.415,Gandhinagar,India,23.31N,72.52E
2470899,1915-10-01,28.129,0.648,Gandhinagar,India,23.31N,72.52E
2470900,1915-11-01,24.813,0.451,Gandhinagar,India,23.31N,72.52E
2470901,1915-12-01,20.669,0.4679999999999999,Gandhinagar,India,23.31N,72.52E
2470902,1916-01-01,20.569000000000003,0.675,Gandhinagar,India,23.31N,72.52E
2470903,1916-02-01,20.326,1.001,Gandhinagar,India,23.31N,72.52E
2470904,1916-03-01,28.211,1.019,Gandhinagar,India,23.31N,72.52E
2470905,1916-04-01,30.554,0.8440000000000001,Gandhinagar,India,23.31N,72.52E
2470906,1916-05-01,33.298,0.6990000000000001,Gandhinagar,India,23.31N,72.52E
2470907,1916-06-01,30.89,0.1969999999999999,Gandhinagar,India,23.31N,72.52E
2470908,1916-07-01,29.629,0.544,Gandhinagar,India,23.31N,72.52E
2470909,1916-08-01,27.272,0.312,Gandhinagar,India,23.31N,72.52E
2470910,1916-09-01,27.951,0.359,Gandhinagar,India,23.31N,72.52E
2470911,1916-10-01,26.65,0.662,Gandhinagar,India,23.31N,72.52E
2470912,1916-11-01,22.696,0.228,Gandhinagar,India,23.31N,72.52E
2470913,1916-12-01,19.927,0.929,Gandhinagar,India,23.31N,72.52E
2470914,1917-01-01,20.419,0.71,Gandhinagar,India,23.31N,72.52E
2470915,1917-02-01,22.035,0.4429999999999999,Gandhinagar,India,23.31N,72.52E
2470916,1917-03-01,25.931,0.475,Gandhinagar,India,23.31N,72.52E
2470917,1917-04-01,28.88000000000001,0.3,Gandhinagar,India,23.31N,72.52E
2470918,1917-05-01,30.140000000000004,0.2769999999999999,Gandhinagar,India,23.31N,72.52E
2470919,1917-06-01,30.732,0.451,Gandhinagar,India,23.31N,72.52E
2470920,1917-07-01,28.006,0.5670000000000001,Gandhinagar,India,23.31N,72.52E
2470921,1917-08-01,27.113000000000003,0.407,Gandhinagar,India,23.31N,72.52E
2470922,1917-09-01,26.97,0.379,Gandhinagar,India,23.31N,72.52E
2470923,1917-10-01,25.873,0.637,Gandhinagar,India,23.31N,72.52E
2470924,1917-11-01,21.463,0.93,Gandhinagar,India,23.31N,72.52E
2470925,1917-12-01,19.58,0.4629999999999999,Gandhinagar,India,23.31N,72.52E
2470926,1918-01-01,18.499,0.409,Gandhinagar,India,23.31N,72.52E
2470927,1918-02-01,22.121,0.406,Gandhinagar,India,23.31N,72.52E
2470928,1918-03-01,26.372,0.336,Gandhinagar,India,23.31N,72.52E
2470929,1918-04-01,28.956000000000003,0.255,Gandhinagar,India,23.31N,72.52E
2470930,1918-05-01,33.053000000000004,0.512,Gandhinagar,India,23.31N,72.52E
2470931,1918-06-01,30.808000000000003,0.527,Gandhinagar,India,23.31N,72.52E
2470932,1918-07-01,29.378,0.3429999999999999,Gandhinagar,India,23.31N,72.52E
2470933,1918-08-01,27.917,0.311,Gandhinagar,India,23.31N,72.52E
2470934,1918-09-01,27.706,0.86,Gandhinagar,India,23.31N,72.52E
2470935,1918-10-01,28.109,0.524,Gandhinagar,India,23.31N,72.52E
2470936,1918-11-01,25.024,0.501,Gandhinagar,India,23.31N,72.52E
2470937,1918-12-01,19.757,0.191,Gandhinagar,India,23.31N,72.52E
2470938,1919-01-01,19.498,0.5870000000000001,Gandhinagar,India,23.31N,72.52E
2470939,1919-02-01,21.534,0.4529999999999999,Gandhinagar,India,23.31N,72.52E
2470940,1919-03-01,26.386,0.285,Gandhinagar,India,23.31N,72.52E
2470941,1919-04-01,29.822000000000006,0.355,Gandhinagar,India,23.31N,72.52E
2470942,1919-05-01,33.118,0.161,Gandhinagar,India,23.31N,72.52E
2470943,1919-06-01,31.623,0.431,Gandhinagar,India,23.31N,72.52E
2470944,1919-07-01,28.649,0.372,Gandhinagar,India,23.31N,72.52E
2470945,1919-08-01,27.035,0.335,Gandhinagar,India,23.31N,72.52E
2470946,1919-09-01,27.61,0.257,Gandhinagar,India,23.31N,72.52E
2470947,1919-10-01,27.312,0.429,Gandhinagar,India,23.31N,72.52E
2470948,1919-11-01,24.399,0.364,Gandhinagar,India,23.31N,72.52E
2470949,1919-12-01,19.714,0.478,Gandhinagar,India,23.31N,72.52E
2470950,1920-01-01,20.308,0.8590000000000001,Gandhinagar,India,23.31N,72.52E
2470951,1920-02-01,21.593000000000004,0.525,Gandhinagar,India,23.31N,72.52E
2470952,1920-03-01,26.971,0.152,Gandhinagar,India,23.31N,72.52E
2470953,1920-04-01,30.155,0.616,Gandhinagar,India,23.31N,72.52E
2470954,1920-05-01,31.360000000000007,0.125,Gandhinagar,India,23.31N,72.52E
2470955,1920-06-01,30.748,0.516,Gandhinagar,India,23.31N,72.52E
2470956,1920-07-01,28.122,0.259,Gandhinagar,India,23.31N,72.52E
2470957,1920-08-01,27.046,0.3879999999999999,Gandhinagar,India,23.31N,72.52E
2470958,1920-09-01,28.866,0.271,Gandhinagar,India,23.31N,72.52E
2470959,1920-10-01,28.707,0.4579999999999999,Gandhinagar,India,23.31N,72.52E
2470960,1920-11-01,25.229,0.608,Gandhinagar,India,23.31N,72.52E
2470961,1920-12-01,20.726,1.097,Gandhinagar,India,23.31N,72.52E
2470962,1921-01-01,19.996,0.407,Gandhinagar,India,23.31N,72.52E
2470963,1921-02-01,21.938,0.42,Gandhinagar,India,23.31N,72.52E
2470964,1921-03-01,28.415,0.529,Gandhinagar,India,23.31N,72.52E
2470965,1921-04-01,31.958,0.361,Gandhinagar,India,23.31N,72.52E
2470966,1921-05-01,33.53100000000001,0.2269999999999999,Gandhinagar,India,23.31N,72.52E
2470967,1921-06-01,32.177,0.452,Gandhinagar,India,23.31N,72.52E
2470968,1921-07-01,29.871,0.627,Gandhinagar,India,23.31N,72.52E
2470969,1921-08-01,27.288,0.335,Gandhinagar,India,23.31N,72.52E
2470970,1921-09-01,27.085,0.684,Gandhinagar,India,23.31N,72.52E
2470971,1921-10-01,27.213,0.327,Gandhinagar,India,23.31N,72.52E
2470972,1921-11-01,23.842,0.432,Gandhinagar,India,23.31N,72.52E
2470973,1921-12-01,21.305,0.433,Gandhinagar,India,23.31N,72.52E
2470974,1922-01-01,18.914,0.469,Gandhinagar,India,23.31N,72.52E
2470975,1922-02-01,22.519,0.54,Gandhinagar,India,23.31N,72.52E
2470976,1922-03-01,26.742,0.321,Gandhinagar,India,23.31N,72.52E
2470977,1922-04-01,31.303,0.529,Gandhinagar,India,23.31N,72.52E
2470978,1922-05-01,32.835,0.434,Gandhinagar,India,23.31N,72.52E
2470979,1922-06-01,31.313,0.54,Gandhinagar,India,23.31N,72.52E
2470980,1922-07-01,28.754,0.324,Gandhinagar,India,23.31N,72.52E
2470981,1922-08-01,27.002,0.578,Gandhinagar,India,23.31N,72.52E
2470982,1922-09-01,27.168000000000003,0.619,Gandhinagar,India,23.31N,72.52E
2470983,1922-10-01,27.073,0.214,Gandhinagar,India,23.31N,72.52E
2470984,1922-11-01,23.808000000000003,0.235,Gandhinagar,India,23.31N,72.52E
2470985,1922-12-01,19.69,0.262,Gandhinagar,India,23.31N,72.52E
2470986,1923-01-01,19.948,0.575,Gandhinagar,India,23.31N,72.52E
2470987,1923-02-01,20.639000000000006,0.695,Gandhinagar,India,23.31N,72.52E
2470988,1923-03-01,27.048,0.262,Gandhinagar,India,23.31N,72.52E
2470989,1923-04-01,30.296000000000006,0.57,Gandhinagar,India,23.31N,72.52E
2470990,1923-05-01,31.999,0.598,Gandhinagar,India,23.31N,72.52E
2470991,1923-06-01,32.406,0.703,Gandhinagar,India,23.31N,72.52E
2470992,1923-07-01,28.93,0.425,Gandhinagar,India,23.31N,72.52E
2470993,1923-08-01,26.714,0.203,Gandhinagar,India,23.31N,72.52E
2470994,1923-09-01,28.181,0.359,Gandhinagar,India,23.31N,72.52E
2470995,1923-10-01,27.28700000000001,0.715,Gandhinagar,India,23.31N,72.52E
2470996,1923-11-01,23.286,0.341,Gandhinagar,India,23.31N,72.52E
2470997,1923-12-01,20.604,0.906,Gandhinagar,India,23.31N,72.52E
2470998,1924-01-01,19.228,0.516,Gandhinagar,India,23.31N,72.52E
2470999,1924-02-01,21.89,0.701,Gandhinagar,India,23.31N,72.52E
2471000,1924-03-01,28.424,0.472,Gandhinagar,India,23.31N,72.52E
2471001,1924-04-01,31.214,0.358,Gandhinagar,India,23.31N,72.52E
2471002,1924-05-01,32.448,0.255,Gandhinagar,India,23.31N,72.52E
2471003,1924-06-01,32.371,0.348,Gandhinagar,India,23.31N,72.52E
2471004,1924-07-01,29.1,0.526,Gandhinagar,India,23.31N,72.52E
2471005,1924-08-01,27.628,0.387,Gandhinagar,India,23.31N,72.52E
2471006,1924-09-01,27.432,0.317,Gandhinagar,India,23.31N,72.52E
2471007,1924-10-01,26.449,0.5760000000000001,Gandhinagar,India,23.31N,72.52E
2471008,1924-11-01,22.803,0.327,Gandhinagar,India,23.31N,72.52E
2471009,1924-12-01,20.618,0.525,Gandhinagar,India,23.31N,72.52E
2471010,1925-01-01,17.684,0.475,Gandhinagar,India,23.31N,72.52E
2471011,1925-02-01,20.083,0.496,Gandhinagar,India,23.31N,72.52E
2471012,1925-03-01,27.586,1.129,Gandhinagar,India,23.31N,72.52E
2471013,1925-04-01,32.331,0.347,Gandhinagar,India,23.31N,72.52E
2471014,1925-05-01,32.824000000000005,0.287,Gandhinagar,India,23.31N,72.52E
2471015,1925-06-01,30.536,0.26,Gandhinagar,India,23.31N,72.52E
2471016,1925-07-01,27.889,0.439,Gandhinagar,India,23.31N,72.52E
2471017,1925-08-01,27.554,1.033,Gandhinagar,India,23.31N,72.52E
2471018,1925-09-01,28.65,0.3279999999999999,Gandhinagar,India,23.31N,72.52E
2471019,1925-10-01,29.321,0.831,Gandhinagar,India,23.31N,72.52E
2471020,1925-11-01,24.591,0.467,Gandhinagar,India,23.31N,72.52E
2471021,1925-12-01,20.929,0.908,Gandhinagar,India,23.31N,72.52E
2471022,1926-01-01,20.292,0.6,Gandhinagar,India,23.31N,72.52E
2471023,1926-02-01,24.051,0.594,Gandhinagar,India,23.31N,72.52E
2471024,1926-03-01,26.186,0.456,Gandhinagar,India,23.31N,72.52E
2471025,1926-04-01,28.513,0.4379999999999999,Gandhinagar,India,23.31N,72.52E
2471026,1926-05-01,32.234,0.524,Gandhinagar,India,23.31N,72.52E
2471027,1926-06-01,33.463,0.493,Gandhinagar,India,23.31N,72.52E
2471028,1926-07-01,29.563,0.327,Gandhinagar,India,23.31N,72.52E
2471029,1926-08-01,27.725,0.503,Gandhinagar,India,23.31N,72.52E
2471030,1926-09-01,27.267,0.385,Gandhinagar,India,23.31N,72.52E
2471031,1926-10-01,26.905,0.634,Gandhinagar,India,23.31N,72.52E
2471032,1926-11-01,22.669,0.598,Gandhinagar,India,23.31N,72.52E
2471033,1926-12-01,19.744,0.3939999999999999,Gandhinagar,India,23.31N,72.52E
2471034,1927-01-01,18.192,0.365,Gandhinagar,India,23.31N,72.52E
2471035,1927-02-01,20.358,0.1989999999999999,Gandhinagar,India,23.31N,72.52E
2471036,1927-03-01,25.523000000000003,0.515,Gandhinagar,India,23.31N,72.52E
2471037,1927-04-01,30.19100000000001,0.8140000000000001,Gandhinagar,India,23.31N,72.52E
2471038,1927-05-01,32.67100000000001,0.181,Gandhinagar,India,23.31N,72.52E
2471039,1927-06-01,32.185,0.285,Gandhinagar,India,23.31N,72.52E
2471040,1927-07-01,28.41,0.48,Gandhinagar,India,23.31N,72.52E
2471041,1927-08-01,27.004,0.4379999999999999,Gandhinagar,India,23.31N,72.52E
2471042,1927-09-01,27.956,0.218,Gandhinagar,India,23.31N,72.52E
2471043,1927-10-01,27.497,0.247,Gandhinagar,India,23.31N,72.52E
2471044,1927-11-01,22.707,0.484,Gandhinagar,India,23.31N,72.52E
2471045,1927-12-01,20.221,0.6829999999999999,Gandhinagar,India,23.31N,72.52E
2471046,1928-01-01,19.318,0.626,Gandhinagar,India,23.31N,72.52E
2471047,1928-02-01,21.758000000000006,0.3289999999999999,Gandhinagar,India,23.31N,72.52E
2471048,1928-03-01,26.831,0.485,Gandhinagar,India,23.31N,72.52E
2471049,1928-04-01,31.099,0.647,Gandhinagar,India,23.31N,72.52E
2471050,1928-05-01,33.31,0.244,Gandhinagar,India,23.31N,72.52E
2471051,1928-06-01,31.4,1.001,Gandhinagar,India,23.31N,72.52E
2471052,1928-07-01,28.665,0.2319999999999999,Gandhinagar,India,23.31N,72.52E
2471053,1928-08-01,27.569000000000003,0.354,Gandhinagar,India,23.31N,72.52E
2471054,1928-09-01,27.521,0.265,Gandhinagar,India,23.31N,72.52E
2471055,1928-10-01,27.91,0.489,Gandhinagar,India,23.31N,72.52E
2471056,1928-11-01,24.35,0.358,Gandhinagar,India,23.31N,72.52E
2471057,1928-12-01,19.476,0.5770000000000001,Gandhinagar,India,23.31N,72.52E
2471058,1929-01-01,18.953,0.599,Gandhinagar,India,23.31N,72.52E
2471059,1929-02-01,21.110000000000007,0.916,Gandhinagar,India,23.31N,72.52E
2471060,1929-03-01,28.463,1.035,Gandhinagar,India,23.31N,72.52E
2471061,1929-04-01,31.123,0.48,Gandhinagar,India,23.31N,72.52E
2471062,1929-05-01,33.626000000000005,0.429,Gandhinagar,India,23.31N,72.52E
2471063,1929-06-01,31.887,0.298,Gandhinagar,India,23.31N,72.52E
2471064,1929-07-01,28.323,0.7759999999999999,Gandhinagar,India,23.31N,72.52E
2471065,1929-08-01,26.962,0.3339999999999999,Gandhinagar,India,23.31N,72.52E
2471066,1929-09-01,28.38,0.6779999999999999,Gandhinagar,India,23.31N,72.52E
2471067,1929-10-01,27.605,0.3989999999999999,Gandhinagar,India,23.31N,72.52E
2471068,1929-11-01,25.48,0.483,Gandhinagar,India,23.31N,72.52E
2471069,1929-12-01,19.18,0.402,Gandhinagar,India,23.31N,72.52E
2471070,1930-01-01,19.358,0.418,Gandhinagar,India,23.31N,72.52E
2471071,1930-02-01,21.149,0.258,Gandhinagar,India,23.31N,72.52E
2471072,1930-03-01,26.818,0.305,Gandhinagar,India,23.31N,72.52E
2471073,1930-04-01,30.159,0.376,Gandhinagar,India,23.31N,72.52E
2471074,1930-05-01,33.224000000000004,0.312,Gandhinagar,India,23.31N,72.52E
2471075,1930-06-01,32.074,0.237,Gandhinagar,India,23.31N,72.52E
2471076,1930-07-01,27.598000000000003,0.423,Gandhinagar,India,23.31N,72.52E
2471077,1930-08-01,26.935,0.246,Gandhinagar,India,23.31N,72.52E
2471078,1930-09-01,28.959,0.437,Gandhinagar,India,23.31N,72.52E
2471079,1930-10-01,28.608,0.303,Gandhinagar,India,23.31N,72.52E
2471080,1930-11-01,23.293000000000003,0.466,Gandhinagar,India,23.31N,72.52E
2471081,1930-12-01,20.803,0.426,Gandhinagar,India,23.31N,72.52E
2471082,1931-01-01,20.578000000000003,0.43,Gandhinagar,India,23.31N,72.52E
2471083,1931-02-01,20.725,0.4679999999999999,Gandhinagar,India,23.31N,72.52E
2471084,1931-03-01,25.912,0.429,Gandhinagar,India,23.31N,72.52E
2471085,1931-04-01,31.669,0.363,Gandhinagar,India,23.31N,72.52E
2471086,1931-05-01,33.396,0.493,Gandhinagar,India,23.31N,72.52E
2471087,1931-06-01,33.367000000000004,0.239,Gandhinagar,India,23.31N,72.52E
2471088,1931-07-01,29.632,0.321,Gandhinagar,India,23.31N,72.52E
2471089,1931-08-01,28.113000000000003,0.281,Gandhinagar,India,23.31N,72.52E
2471090,1931-09-01,28.132,0.223,Gandhinagar,India,23.31N,72.52E
2471091,1931-10-01,26.73,0.184,Gandhinagar,India,23.31N,72.52E
2471092,1931-11-01,24.18,0.23,Gandhinagar,India,23.31N,72.52E
2471093,1931-12-01,20.953000000000003,0.494,Gandhinagar,India,23.31N,72.52E
2471094,1932-01-01,21.673,0.698,Gandhinagar,India,23.31N,72.52E
2471095,1932-02-01,21.416,0.524,Gandhinagar,India,23.31N,72.52E
2471096,1932-03-01,26.468000000000004,0.4039999999999999,Gandhinagar,India,23.31N,72.52E
2471097,1932-04-01,30.001,0.419,Gandhinagar,India,23.31N,72.52E
2471098,1932-05-01,33.686,0.608,Gandhinagar,India,23.31N,72.52E
2471099,1932-06-01,31.798,0.3989999999999999,Gandhinagar,India,23.31N,72.52E
2471100,1932-07-01,28.75,0.433,Gandhinagar,India,23.31N,72.52E
2471101,1932-08-01,27.254,0.209,Gandhinagar,India,23.31N,72.52E
2471102,1932-09-01,28.708,0.172,Gandhinagar,India,23.31N,72.52E
2471103,1932-10-01,28.409,0.246,Gandhinagar,India,23.31N,72.52E
2471104,1932-11-01,23.686,0.3229999999999999,Gandhinagar,India,23.31N,72.52E
2471105,1932-12-01,21.005,0.369,Gandhinagar,India,23.31N,72.52E
2471106,1933-01-01,19.264,0.982,Gandhinagar,India,23.31N,72.52E
2471107,1933-02-01,21.96,0.313,Gandhinagar,India,23.31N,72.52E
2471108,1933-03-01,26.217,0.481,Gandhinagar,India,23.31N,72.52E
2471109,1933-04-01,30.011000000000006,0.352,Gandhinagar,India,23.31N,72.52E
2471110,1933-05-01,31.488000000000003,0.52,Gandhinagar,India,23.31N,72.52E
2471111,1933-06-01,31.305,0.18,Gandhinagar,India,23.31N,72.52E
2471112,1933-07-01,28.783,0.285,Gandhinagar,India,23.31N,72.52E
2471113,1933-08-01,27.012,0.475,Gandhinagar,India,23.31N,72.52E
2471114,1933-09-01,27.609,0.332,Gandhinagar,India,23.31N,72.52E
2471115,1933-10-01,27.204,0.335,Gandhinagar,India,23.31N,72.52E
2471116,1933-11-01,24.114,0.221,Gandhinagar,India,23.31N,72.52E
2471117,1933-12-01,20.521,0.455,Gandhinagar,India,23.31N,72.52E
2471118,1934-01-01,17.583,0.395,Gandhinagar,India,23.31N,72.52E
2471119,1934-02-01,23.139000000000006,1.032,Gandhinagar,India,23.31N,72.52E
2471120,1934-03-01,25.708,0.354,Gandhinagar,India,23.31N,72.52E
2471121,1934-04-01,30.937,0.384,Gandhinagar,India,23.31N,72.52E
2471122,1934-05-01,32.681000000000004,0.358,Gandhinagar,India,23.31N,72.52E
2471123,1934-06-01,31.612,0.429,Gandhinagar,India,23.31N,72.52E
2471124,1934-07-01,28.268,0.486,Gandhinagar,India,23.31N,72.52E
2471125,1934-08-01,27.344,0.524,Gandhinagar,India,23.31N,72.52E
2471126,1934-09-01,27.476,0.248,Gandhinagar,India,23.31N,72.52E
2471127,1934-10-01,26.906,0.551,Gandhinagar,India,23.31N,72.52E
2471128,1934-11-01,23.411,0.691,Gandhinagar,India,23.31N,72.52E
2471129,1934-12-01,21.105,0.421,Gandhinagar,India,23.31N,72.52E
2471130,1935-01-01,17.32,0.508,Gandhinagar,India,23.31N,72.52E
2471131,1935-02-01,21.512,0.3229999999999999,Gandhinagar,India,23.31N,72.52E
2471132,1935-03-01,26.246,0.405,Gandhinagar,India,23.31N,72.52E
2471133,1935-04-01,28.561,0.462,Gandhinagar,India,23.31N,72.52E
2471134,1935-05-01,32.918000000000006,0.302,Gandhinagar,India,23.31N,72.52E
2471135,1935-06-01,32.478,0.184,Gandhinagar,India,23.31N,72.52E
2471136,1935-07-01,28.252,0.417,Gandhinagar,India,23.31N,72.52E
2471137,1935-08-01,26.937,0.213,Gandhinagar,India,23.31N,72.52E
2471138,1935-09-01,27.265,0.282,Gandhinagar,India,23.31N,72.52E
2471139,1935-10-01,26.754,0.481,Gandhinagar,India,23.31N,72.52E
2471140,1935-11-01,24.247,0.59,Gandhinagar,India,23.31N,72.52E
2471141,1935-12-01,20.676,0.288,Gandhinagar,India,23.31N,72.52E
2471142,1936-01-01,18.57,0.24,Gandhinagar,India,23.31N,72.52E
2471143,1936-02-01,21.69,0.85,Gandhinagar,India,23.31N,72.52E
2471144,1936-03-01,25.92,0.557,Gandhinagar,India,23.31N,72.52E
2471145,1936-04-01,29.992,0.301,Gandhinagar,India,23.31N,72.52E
2471146,1936-05-01,33.739000000000004,0.288,Gandhinagar,India,23.31N,72.52E
2471147,1936-06-01,30.467,0.515,Gandhinagar,India,23.31N,72.52E
2471148,1936-07-01,28.004,0.8540000000000001,Gandhinagar,India,23.31N,72.52E
2471149,1936-08-01,27.524,0.508,Gandhinagar,India,23.31N,72.52E
2471150,1936-09-01,28.245,0.191,Gandhinagar,India,23.31N,72.52E
2471151,1936-10-01,27.68,0.263,Gandhinagar,India,23.31N,72.52E
2471152,1936-11-01,24.279,0.8109999999999999,Gandhinagar,India,23.31N,72.52E
2471153,1936-12-01,20.231,0.512,Gandhinagar,India,23.31N,72.52E
2471154,1937-01-01,19.068,0.629,Gandhinagar,India,23.31N,72.52E
2471155,1937-02-01,21.963,0.544,Gandhinagar,India,23.31N,72.52E
2471156,1937-03-01,25.121,0.3379999999999999,Gandhinagar,India,23.31N,72.52E
2471157,1937-04-01,29.97600000000001,0.3939999999999999,Gandhinagar,India,23.31N,72.52E
2471158,1937-05-01,32.904,0.362,Gandhinagar,India,23.31N,72.52E
2471159,1937-06-01,32.239000000000004,0.188,Gandhinagar,India,23.31N,72.52E
2471160,1937-07-01,28.007,0.285,Gandhinagar,India,23.31N,72.52E
2471161,1937-08-01,27.369,0.347,Gandhinagar,India,23.31N,72.52E
2471162,1937-09-01,27.746,0.434,Gandhinagar,India,23.31N,72.52E
2471163,1937-10-01,26.986,0.41,Gandhinagar,India,23.31N,72.52E
2471164,1937-11-01,24.61,0.377,Gandhinagar,India,23.31N,72.52E
2471165,1937-12-01,18.856,0.49,Gandhinagar,India,23.31N,72.52E
2471166,1938-01-01,19.181,0.344,Gandhinagar,India,23.31N,72.52E
2471167,1938-02-01,20.402,0.342,Gandhinagar,India,23.31N,72.52E
2471168,1938-03-01,27.528,0.439,Gandhinagar,India,23.31N,72.52E
2471169,1938-04-01,30.99,0.461,Gandhinagar,India,23.31N,72.52E
2471170,1938-05-01,33.160000000000004,0.551,Gandhinagar,India,23.31N,72.52E
2471171,1938-06-01,30.379,0.4039999999999999,Gandhinagar,India,23.31N,72.52E
2471172,1938-07-01,28.497,0.223,Gandhinagar,India,23.31N,72.52E
2471173,1938-08-01,27.712,0.243,Gandhinagar,India,23.31N,72.52E
2471174,1938-09-01,28.426,0.236,Gandhinagar,India,23.31N,72.52E
2471175,1938-10-01,27.7,0.415,Gandhinagar,India,23.31N,72.52E
2471176,1938-11-01,22.672,0.29,Gandhinagar,India,23.31N,72.52E
2471177,1938-12-01,20.87,0.445,Gandhinagar,India,23.31N,72.52E
2471178,1939-01-01,20.386,0.2789999999999999,Gandhinagar,India,23.31N,72.52E
2471179,1939-02-01,21.93,0.341,Gandhinagar,India,23.31N,72.52E
2471180,1939-03-01,24.62,0.247,Gandhinagar,India,23.31N,72.52E
2471181,1939-04-01,29.028,0.3279999999999999,Gandhinagar,India,23.31N,72.52E
2471182,1939-05-01,32.52500000000001,0.319,Gandhinagar,India,23.31N,72.52E
2471183,1939-06-01,31.445,0.541,Gandhinagar,India,23.31N,72.52E
2471184,1939-07-01,28.821,0.265,Gandhinagar,India,23.31N,72.52E
2471185,1939-08-01,28.499,0.341,Gandhinagar,India,23.31N,72.52E
2471186,1939-09-01,27.978,0.738,Gandhinagar,India,23.31N,72.52E
2471187,1939-10-01,28.281,0.5770000000000001,Gandhinagar,India,23.31N,72.52E
2471188,1939-11-01,24.634,0.364,Gandhinagar,India,23.31N,72.52E
2471189,1939-12-01,21.206,0.599,Gandhinagar,India,23.31N,72.52E
2471190,1940-01-01,20.331,0.292,Gandhinagar,India,23.31N,72.52E
2471191,1940-02-01,22.057,0.355,Gandhinagar,India,23.31N,72.52E
2471192,1940-03-01,24.252,0.83,Gandhinagar,India,23.31N,72.52E
2471193,1940-04-01,29.613000000000003,0.416,Gandhinagar,India,23.31N,72.52E
2471194,1940-05-01,33.34,0.405,Gandhinagar,India,23.31N,72.52E
2471195,1940-06-01,31.622,0.1989999999999999,Gandhinagar,India,23.31N,72.52E
2471196,1940-07-01,28.779,0.157,Gandhinagar,India,23.31N,72.52E
2471197,1940-08-01,27.384,0.217,Gandhinagar,India,23.31N,72.52E
2471198,1940-09-01,27.841,0.376,Gandhinagar,India,23.31N,72.52E
2471199,1940-10-01,28.391,0.737,Gandhinagar,India,23.31N,72.52E
2471200,1940-11-01,25.004,0.336,Gandhinagar,India,23.31N,72.52E
2471201,1940-12-01,19.92,0.4539999999999999,Gandhinagar,India,23.31N,72.52E
2471202,1941-01-01,19.078,0.703,Gandhinagar,India,23.31N,72.52E
2471203,1941-02-01,22.946,0.4579999999999999,Gandhinagar,India,23.31N,72.52E
2471204,1941-03-01,27.257,0.677,Gandhinagar,India,23.31N,72.52E
2471205,1941-04-01,31.28,0.312,Gandhinagar,India,23.31N,72.52E
2471206,1941-05-01,33.309000000000005,0.349,Gandhinagar,India,23.31N,72.52E
2471207,1941-06-01,32.311,0.225,Gandhinagar,India,23.31N,72.52E
2471208,1941-07-01,28.111,0.875,Gandhinagar,India,23.31N,72.52E
2471209,1941-08-01,28.029,0.637,Gandhinagar,India,23.31N,72.52E
2471210,1941-09-01,28.46,0.6559999999999999,Gandhinagar,India,23.31N,72.52E
2471211,1941-10-01,29.365,0.466,Gandhinagar,India,23.31N,72.52E
2471212,1941-11-01,24.782,0.313,Gandhinagar,India,23.31N,72.52E
2471213,1941-12-01,21.879,1.031,Gandhinagar,India,23.31N,72.52E
2471214,1942-01-01,19.015,0.48,Gandhinagar,India,23.31N,72.52E
2471215,1942-02-01,22.034,0.498,Gandhinagar,India,23.31N,72.52E
2471216,1942-03-01,27.31,0.239,Gandhinagar,India,23.31N,72.52E
2471217,1942-04-01,31.869,0.191,Gandhinagar,India,23.31N,72.52E
2471218,1942-05-01,32.828,0.774,Gandhinagar,India,23.31N,72.52E
2471219,1942-06-01,32.991,0.106,Gandhinagar,India,23.31N,72.52E
2471220,1942-07-01,28.348000000000003,0.1989999999999999,Gandhinagar,India,23.31N,72.52E
2471221,1942-08-01,27.191,0.23,Gandhinagar,India,23.31N,72.52E
